Year,County,Party,Partisan_Lean,Candidate,Votes,National_Winner,County_Winner
1972,Sullivan,Democratic,Center-Left,George McGovern,10007,FALSE,FALSE
1972,Sullivan,American,Far-Right,John G. Schmitz,824,FALSE,FALSE
1972,Sullivan,Other,Other,Various,93,FALSE,FALSE
1972,Sumner,Republican,Center-Right,Richard Nixon,10020,TRUE,TRUE
1972,Sumner,Democratic,Center-Left,George McGovern,4596,FALSE,FALSE
1972,Sumner,American,Far-Right,John G. Schmitz,538,FALSE,FALSE
1972,Sumner,Other,Other,Various,3,FALSE,FALSE
1972,Tipton,Republican,Center-Right,Richard Nixon,5542,TRUE,TRUE
1972,Tipton,Democratic,Center-Left,George McGovern,1853,FALSE,FALSE
1972,Tipton,American,Far-Right,John G. Schmitz,353,FALSE,FALSE
1972,Tipton,Other,Other,Various,1,FALSE,FALSE
1972,Trousdale,Republican,Center-Right,Richard Nixon,663,TRUE,TRUE
1972,Trousdale,Democratic,Center-Left,George McGovern,539,FALSE,FALSE
1972,Trousdale,American,Far-Right,John G. Schmitz,28,FALSE,FALSE
1972,Trousdale,Other,Other,Various,0,FALSE,FALSE
1972,Unicoi,Republican,Center-Right,Richard Nixon,3877,TRUE,TRUE
1972,Unicoi,Democratic,Center-Left,George McGovern,822,FALSE,FALSE
1972,Unicoi,American,Far-Right,John G. Schmitz,67,FALSE,FALSE
1972,Unicoi,Other,Other,Various,0,FALSE,FALSE
1972,Union,Republican,Center-Right,Richard Nixon,1927,TRUE,TRUE
1972,Union,Democratic,Center-Left,George McGovern,570,FALSE,FALSE
1972,Union,American,Far-Right,John G. Schmitz,30,FALSE,FALSE
1972,Union,Other,Other,Various,0,FALSE,FALSE
1972,Van Buren,Republican,Center-Right,Richard Nixon,629,TRUE,TRUE
1972,Van Buren,Democratic,Center-Left,George McGovern,364,FALSE,FALSE
1972,Van Buren,American,Far-Right,John G. Schmitz,28,FALSE,FALSE
1972,Van Buren,Other,Other,Various,0,FALSE,FALSE
1972,Warren,Republican,Center-Right,Richard Nixon,3565,TRUE,TRUE
1972,Warren,Democratic,Center-Left,George McGovern,2118,FALSE,FALSE
1972,Warren,American,Far-Right,John G. Schmitz,210,FALSE,FALSE
1972,Warren,Other,Other,Various,1,FALSE,FALSE
1972,Washington,Republican,Center-Right,Richard Nixon,17343,TRUE,TRUE
1972,Washington,Democratic,Center-Left,George McGovern,5284,FALSE,FALSE
1972,Washington,American,Far-Right,John G. Schmitz,556,FALSE,FALSE
1972,Washington,Other,Other,Various,5,FALSE,FALSE
1972,Wayne,Republican,Center-Right,Richard Nixon,2898,TRUE,TRUE
1972,Wayne,Democratic,Center-Left,George McGovern,673,FALSE,FALSE
1972,Wayne,American,Far-Right,John G. Schmitz,61,FALSE,FALSE
1972,Wayne,Other,Other,Various,0,FALSE,FALSE
1972,Weakley,Republican,Center-Right,Richard Nixon,5836,TRUE,TRUE
1972,Weakley,Democratic,Center-Left,George McGovern,2027,FALSE,FALSE
1972,Weakley,American,Far-Right,John G. Schmitz,302,FALSE,FALSE
1972,Weakley,Other,Other,Various,0,FALSE,FALSE
1972,White,Republican,Center-Right,Richard Nixon,2252,TRUE,TRUE
1972,White,Democratic,Center-Left,George McGovern,1392,FALSE,FALSE
1972,White,American,Far-Right,John G. Schmitz,83,FALSE,FALSE
1972,White,Other,Other,Various,0,FALSE,FALSE
1972,Williamson,Republican,Center-Right,Richard Nixon,7556,TRUE,TRUE
1972,Williamson,Democratic,Center-Left,George McGovern,2616,FALSE,FALSE
1972,Williamson,American,Far-Right,John G. Schmitz,392,FALSE,FALSE
1972,Williamson,Other,Other,Various,0,FALSE,FALSE
1972,Wilson,Republican,Center-Right,Richard Nixon,6486,TRUE,TRUE
1972,Wilson,Democratic,Center-Left,George McGovern,3096,FALSE,FALSE
1972,Wilson,American,Far-Right,John G. Schmitz,277,FALSE,FALSE
1972,Wilson,Other,Other,Various,2,FALSE,FALSE
1976,Anderson,Democratic,Center-Left,Jimmy Carter,13455,TRUE,TRUE
1976,Anderson,Republican,Center-Right,Gerald Ford,10494,FALSE,FALSE
1976,Anderson,American,Far-Right,Thomas J. Anderson,60,FALSE,FALSE
1976,Anderson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,150,FALSE,FALSE
1976,Anderson,Other,Other,Various,83,FALSE,FALSE
1976,Bedford,Democratic,Center-Left,Jimmy Carter,7228,TRUE,TRUE
1976,Bedford,Republican,Center-Right,Gerald Ford,3023,FALSE,FALSE
1976,Bedford,American,Far-Right,Thomas J. Anderson,41,FALSE,FALSE
1976,Bedford,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,26,FALSE,FALSE
1976,Bedford,Other,Other,Various,39,FALSE,FALSE
1976,Benton,Democratic,Center-Left,Jimmy Carter,4088,TRUE,TRUE
1976,Benton,Republican,Center-Right,Gerald Ford,1678,FALSE,FALSE
1976,Benton,American,Far-Right,Thomas J. Anderson,21,FALSE,FALSE
1976,Benton,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,9,FALSE,FALSE
1976,Benton,Other,Other,Various,10,FALSE,FALSE
1976,Bledsoe,Democratic,Center-Left,Jimmy Carter,1757,TRUE,TRUE
1976,Bledsoe,Republican,Center-Right,Gerald Ford,1620,FALSE,FALSE
1976,Bledsoe,American,Far-Right,Thomas J. Anderson,9,FALSE,FALSE
1976,Bledsoe,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,7,FALSE,FALSE
1976,Bledsoe,Other,Other,Various,8,FALSE,FALSE
1976,Blount,Democratic,Center-Left,Jimmy Carter,12096,TRUE,FALSE
1976,Blount,Republican,Center-Right,Gerald Ford,13851,FALSE,TRUE
1976,Blount,American,Far-Right,Thomas J. Anderson,71,FALSE,FALSE
1976,Blount,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,92,FALSE,FALSE
1976,Blount,Other,Other,Various,130,FALSE,FALSE
1976,Bradley,Democratic,Center-Left,Jimmy Carter,8776,TRUE,FALSE
1976,Bradley,Republican,Center-Right,Gerald Ford,9136,FALSE,TRUE
1976,Bradley,American,Far-Right,Thomas J. Anderson,28,FALSE,FALSE
1976,Bradley,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,42,FALSE,FALSE
1976,Bradley,Other,Other,Various,69,FALSE,FALSE
1976,Campbell,Democratic,Center-Left,Jimmy Carter,5206,TRUE,TRUE
1976,Campbell,Republican,Center-Right,Gerald Ford,4277,FALSE,FALSE
1976,Campbell,American,Far-Right,Thomas J. Anderson,29,FALSE,FALSE
1976,Campbell,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,15,FALSE,FALSE
1976,Campbell,Other,Other,Various,30,FALSE,FALSE
1976,Cannon,Democratic,Center-Left,Jimmy Carter,2463,TRUE,TRUE
1976,Cannon,Republican,Center-Right,Gerald Ford,908,FALSE,FALSE
1976,Cannon,American,Far-Right,Thomas J. Anderson,15,FALSE,FALSE
1976,Cannon,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,5,FALSE,FALSE
1976,Cannon,Other,Other,Various,8,FALSE,FALSE
1976,Carroll,Democratic,Center-Left,Jimmy Carter,5581,TRUE,TRUE
1976,Carroll,Republican,Center-Right,Gerald Ford,4031,FALSE,FALSE
1976,Carroll,American,Far-Right,Thomas J. Anderson,48,FALSE,FALSE
1976,Carroll,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,19,FALSE,FALSE
1976,Carroll,Other,Other,Various,42,FALSE,FALSE
1976,Carter,Democratic,Center-Left,Jimmy Carter,7443,TRUE,FALSE
1976,Carter,Republican,Center-Right,Gerald Ford,8934,FALSE,TRUE
1976,Carter,American,Far-Right,Thomas J. Anderson,27,FALSE,FALSE
1976,Carter,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,58,FALSE,FALSE
1976,Carter,Other,Other,Various,48,FALSE,FALSE
1976,Cheatham,Democratic,Center-Left,Jimmy Carter,4225,TRUE,TRUE
1976,Cheatham,Republican,Center-Right,Gerald Ford,1376,FALSE,FALSE
1976,Cheatham,American,Far-Right,Thomas J. Anderson,30,FALSE,FALSE
1976,Cheatham,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,10,FALSE,FALSE
1976,Cheatham,Other,Other,Various,23,FALSE,FALSE
1976,Chester,Democratic,Center-Left,Jimmy Carter,2532,TRUE,TRUE
1976,Chester,Republican,Center-Right,Gerald Ford,1949,FALSE,FALSE
1976,Chester,American,Far-Right,Thomas J. Anderson,14,FALSE,FALSE
1976,Chester,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,2,FALSE,FALSE
1976,Chester,Other,Other,Various,20,FALSE,FALSE
1976,Claiborne,Democratic,Center-Left,Jimmy Carter,3461,TRUE,TRUE
1976,Claiborne,Republican,Center-Right,Gerald Ford,3227,FALSE,FALSE
1976,Claiborne,American,Far-Right,Thomas J. Anderson,19,FALSE,FALSE
1976,Claiborne,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,15,FALSE,FALSE
1976,Claiborne,Other,Other,Various,21,FALSE,FALSE
1976,Clay,Democratic,Center-Left,Jimmy Carter,1671,TRUE,TRUE
1976,Clay,Republican,Center-Right,Gerald Ford,982,FALSE,FALSE
1976,Clay,American,Far-Right,Thomas J. Anderson,14,FALSE,FALSE
1976,Clay,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,5,FALSE,FALSE
1976,Clay,Other,Other,Various,6,FALSE,FALSE
1976,Cocke,Democratic,Center-Left,Jimmy Carter,3141,TRUE,FALSE
1976,Cocke,Republican,Center-Right,Gerald Ford,5004,FALSE,TRUE
1976,Cocke,American,Far-Right,Thomas J. Anderson,22,FALSE,FALSE
1976,Cocke,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,22,FALSE,FALSE
1976,Cocke,Other,Other,Various,30,FALSE,FALSE
1976,Coffee,Democratic,Center-Left,Jimmy Carter,8017,TRUE,TRUE
1976,Coffee,Republican,Center-Right,Gerald Ford,3848,FALSE,FALSE
1976,Coffee,American,Far-Right,Thomas J. Anderson,48,FALSE,FALSE
1976,Coffee,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,55,FALSE,FALSE
1976,Coffee,Other,Other,Various,37,FALSE,FALSE
1976,Crockett,Democratic,Center-Left,Jimmy Carter,2963,TRUE,TRUE
1976,Crockett,Republican,Center-Right,Gerald Ford,1694,FALSE,FALSE
1976,Crockett,American,Far-Right,Thomas J. Anderson,15,FALSE,FALSE
1976,Crockett,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,8,FALSE,FALSE
1976,Crockett,Other,Other,Various,17,FALSE,FALSE
1976,Cumberland,Democratic,Center-Left,Jimmy Carter,4543,TRUE,TRUE
1976,Cumberland,Republican,Center-Right,Gerald Ford,4119,FALSE,FALSE
1976,Cumberland,American,Far-Right,Thomas J. Anderson,42,FALSE,FALSE
1976,Cumberland,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,22,FALSE,FALSE
1976,Cumberland,Other,Other,Various,37,FALSE,FALSE
1976,Davidson,Democratic,Center-Left,Jimmy Carter,99007,TRUE,TRUE
1976,Davidson,Republican,Center-Right,Gerald Ford,60662,FALSE,FALSE
1976,Davidson,American,Far-Right,Thomas J. Anderson,529,FALSE,FALSE
1976,Davidson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,785,FALSE,FALSE
1976,Davidson,Other,Other,Various,615,FALSE,FALSE
1976,DeKalb,Democratic,Center-Left,Jimmy Carter,2432,TRUE,TRUE
1976,DeKalb,Republican,Center-Right,Gerald Ford,1637,FALSE,FALSE
1976,DeKalb,American,Far-Right,Thomas J. Anderson,15,FALSE,FALSE
1976,DeKalb,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,12,FALSE,FALSE
1976,DeKalb,Other,Other,Various,20,FALSE,FALSE
1976,Decatur,Democratic,Center-Left,Jimmy Carter,3222,TRUE,TRUE
1976,Decatur,Republican,Center-Right,Gerald Ford,1443,FALSE,FALSE
1976,Decatur,American,Far-Right,Thomas J. Anderson,9,FALSE,FALSE
1976,Decatur,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,14,FALSE,FALSE
1976,Decatur,Other,Other,Various,14,FALSE,FALSE
1976,Dickson,Democratic,Center-Left,Jimmy Carter,6551,TRUE,TRUE
1976,Dickson,Republican,Center-Right,Gerald Ford,2285,FALSE,FALSE
1976,Dickson,American,Far-Right,Thomas J. Anderson,32,FALSE,FALSE
1976,Dickson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,15,FALSE,FALSE
1976,Dickson,Other,Other,Various,39,FALSE,FALSE
1976,Dyer,Democratic,Center-Left,Jimmy Carter,5937,TRUE,TRUE
1976,Dyer,Republican,Center-Right,Gerald Ford,4391,FALSE,FALSE
1976,Dyer,American,Far-Right,Thomas J. Anderson,56,FALSE,FALSE
1976,Dyer,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,15,FALSE,FALSE
1976,Dyer,Other,Other,Various,79,FALSE,FALSE
1976,Fayette,Democratic,Center-Left,Jimmy Carter,3853,TRUE,TRUE
1976,Fayette,Republican,Center-Right,Gerald Ford,2133,FALSE,FALSE
1976,Fayette,American,Far-Right,Thomas J. Anderson,19,FALSE,FALSE
1976,Fayette,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,11,FALSE,FALSE
1976,Fayette,Other,Other,Various,24,FALSE,FALSE
1976,Fentress,Democratic,Center-Left,Jimmy Carter,1953,TRUE,TRUE
1976,Fentress,Republican,Center-Right,Gerald Ford,1767,FALSE,FALSE
1976,Fentress,American,Far-Right,Thomas J. Anderson,11,FALSE,FALSE
1976,Fentress,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,12,FALSE,FALSE
1976,Fentress,Other,Other,Various,15,FALSE,FALSE
1976,Franklin,Democratic,Center-Left,Jimmy Carter,6788,TRUE,TRUE
1976,Franklin,Republican,Center-Right,Gerald Ford,2619,FALSE,FALSE
1976,Franklin,American,Far-Right,Thomas J. Anderson,27,FALSE,FALSE
1976,Franklin,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,37,FALSE,FALSE
1976,Franklin,Other,Other,Various,53,FALSE,FALSE
1976,Gibson,Democratic,Center-Left,Jimmy Carter,10356,TRUE,TRUE
1976,Gibson,Republican,Center-Right,Gerald Ford,5563,FALSE,FALSE
1976,Gibson,American,Far-Right,Thomas J. Anderson,42,FALSE,FALSE
1976,Gibson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,30,FALSE,FALSE
1976,Gibson,Other,Other,Various,40,FALSE,FALSE
1976,Giles,Democratic,Center-Left,Jimmy Carter,5225,TRUE,TRUE
1976,Giles,Republican,Center-Right,Gerald Ford,1952,FALSE,FALSE
1976,Giles,American,Far-Right,Thomas J. Anderson,22,FALSE,FALSE
1976,Giles,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,25,FALSE,FALSE
1976,Giles,Other,Other,Various,24,FALSE,FALSE
1976,Grainger,Democratic,Center-Left,Jimmy Carter,2018,TRUE,FALSE
1976,Grainger,Republican,Center-Right,Gerald Ford,2805,FALSE,TRUE
1976,Grainger,American,Far-Right,Thomas J. Anderson,12,FALSE,FALSE
1976,Grainger,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,10,FALSE,FALSE
1976,Grainger,Other,Other,Various,18,FALSE,FALSE
1976,Greene,Democratic,Center-Left,Jimmy Carter,7070,TRUE,FALSE
1976,Greene,Republican,Center-Right,Gerald Ford,8664,FALSE,TRUE
1976,Greene,American,Far-Right,Thomas J. Anderson,53,FALSE,FALSE
1976,Greene,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,50,FALSE,FALSE
1976,Greene,Other,Other,Various,43,FALSE,FALSE
1976,Grundy,Democratic,Center-Left,Jimmy Carter,2850,TRUE,TRUE
1976,Grundy,Republican,Center-Right,Gerald Ford,850,FALSE,FALSE
1976,Grundy,American,Far-Right,Thomas J. Anderson,12,FALSE,FALSE
1976,Grundy,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,2,FALSE,FALSE
1976,Grundy,Other,Other,Various,7,FALSE,FALSE
1976,Hamblen,Democratic,Center-Left,Jimmy Carter,7504,TRUE,TRUE
1976,Hamblen,Republican,Center-Right,Gerald Ford,6989,FALSE,FALSE
1976,Hamblen,American,Far-Right,Thomas J. Anderson,49,FALSE,FALSE
1976,Hamblen,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,35,FALSE,FALSE
1976,Hamblen,Other,Other,Various,51,FALSE,FALSE
1976,Hamilton,Democratic,Center-Left,Jimmy Carter,45348,TRUE,FALSE
1976,Hamilton,Republican,Center-Right,Gerald Ford,47969,FALSE,TRUE
1976,Hamilton,American,Far-Right,Thomas J. Anderson,306,FALSE,FALSE
1976,Hamilton,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,304,FALSE,FALSE
1976,Hamilton,Other,Other,Various,494,FALSE,FALSE
1976,Hancock,Democratic,Center-Left,Jimmy Carter,764,TRUE,FALSE
1976,Hancock,Republican,Center-Right,Gerald Ford,1309,FALSE,TRUE
1976,Hancock,American,Far-Right,Thomas J. Anderson,7,FALSE,FALSE
1976,Hancock,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,1,FALSE,FALSE
1976,Hancock,Other,Other,Various,9,FALSE,FALSE
1976,Hardeman,Democratic,Center-Left,Jimmy Carter,3934,TRUE,TRUE
1976,Hardeman,Republican,Center-Right,Gerald Ford,2254,FALSE,FALSE
1976,Hardeman,American,Far-Right,Thomas J. Anderson,25,FALSE,FALSE
1976,Hardeman,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,13,FALSE,FALSE
1976,Hardeman,Other,Other,Various,44,FALSE,FALSE
1976,Hardin,Democratic,Center-Left,Jimmy Carter,3438,TRUE,TRUE
1976,Hardin,Republican,Center-Right,Gerald Ford,3362,FALSE,FALSE
1976,Hardin,American,Far-Right,Thomas J. Anderson,9,FALSE,FALSE
1976,Hardin,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,13,FALSE,FALSE
1976,Hardin,Other,Other,Various,30,FALSE,FALSE
1976,Hawkins,Democratic,Center-Left,Jimmy Carter,5931,TRUE,FALSE
1976,Hawkins,Republican,Center-Right,Gerald Ford,6407,FALSE,TRUE
1976,Hawkins,American,Far-Right,Thomas J. Anderson,24,FALSE,FALSE
1976,Hawkins,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,15,FALSE,FALSE
1976,Hawkins,Other,Other,Various,35,FALSE,FALSE
1976,Haywood,Democratic,Center-Left,Jimmy Carter,3681,TRUE,TRUE
1976,Haywood,Republican,Center-Right,Gerald Ford,1952,FALSE,FALSE
1976,Haywood,American,Far-Right,Thomas J. Anderson,13,FALSE,FALSE
1976,Haywood,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,5,FALSE,FALSE
1976,Haywood,Other,Other,Various,10,FALSE,FALSE
1976,Henderson,Democratic,Center-Left,Jimmy Carter,3366,TRUE,FALSE
1976,Henderson,Republican,Center-Right,Gerald Ford,4152,FALSE,TRUE
1976,Henderson,American,Far-Right,Thomas J. Anderson,20,FALSE,FALSE
1976,Henderson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,13,FALSE,FALSE
1976,Henderson,Other,Other,Various,35,FALSE,FALSE
1976,Henry,Democratic,Center-Left,Jimmy Carter,7162,TRUE,TRUE
1976,Henry,Republican,Center-Right,Gerald Ford,2585,FALSE,FALSE
1976,Henry,American,Far-Right,Thomas J. Anderson,87,FALSE,FALSE
1976,Henry,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,17,FALSE,FALSE
1976,Henry,Other,Other,Various,30,FALSE,FALSE
1976,Hickman,Democratic,Center-Left,Jimmy Carter,3590,TRUE,TRUE
1976,Hickman,Republican,Center-Right,Gerald Ford,1154,FALSE,FALSE
1976,Hickman,American,Far-Right,Thomas J. Anderson,28,FALSE,FALSE
1976,Hickman,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,8,FALSE,FALSE
1976,Hickman,Other,Other,Various,7,FALSE,FALSE
1976,Houston,Democratic,Center-Left,Jimmy Carter,1990,TRUE,TRUE
1976,Houston,Republican,Center-Right,Gerald Ford,407,FALSE,FALSE
1976,Houston,American,Far-Right,Thomas J. Anderson,10,FALSE,FALSE
1976,Houston,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,8,FALSE,FALSE
1976,Houston,Other,Other,Various,12,FALSE,FALSE
1976,Humphreys,Democratic,Center-Left,Jimmy Carter,4021,TRUE,TRUE
1976,Humphreys,Republican,Center-Right,Gerald Ford,1338,FALSE,FALSE
1976,Humphreys,American,Far-Right,Thomas J. Anderson,25,FALSE,FALSE
1976,Humphreys,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,16,FALSE,FALSE
1976,Humphreys,Other,Other,Various,13,FALSE,FALSE
1976,Jackson,Democratic,Center-Left,Jimmy Carter,2959,TRUE,TRUE
1976,Jackson,Republican,Center-Right,Gerald Ford,591,FALSE,FALSE
1976,Jackson,American,Far-Right,Thomas J. Anderson,4,FALSE,FALSE
1976,Jackson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,9,FALSE,FALSE
1976,Jackson,Other,Other,Various,6,FALSE,FALSE
1976,Jefferson,Democratic,Center-Left,Jimmy Carter,3995,TRUE,FALSE
1976,Jefferson,Republican,Center-Right,Gerald Ford,5459,FALSE,TRUE
1976,Jefferson,American,Far-Right,Thomas J. Anderson,26,FALSE,FALSE
1976,Jefferson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,26,FALSE,FALSE
1976,Jefferson,Other,Other,Various,32,FALSE,FALSE
1976,Johnson,Democratic,Center-Left,Jimmy Carter,1464,TRUE,FALSE
1976,Johnson,Republican,Center-Right,Gerald Ford,2986,FALSE,TRUE
1976,Johnson,American,Far-Right,Thomas J. Anderson,11,FALSE,FALSE
1976,Johnson,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,6,FALSE,FALSE
1976,Johnson,Other,Other,Various,11,FALSE,FALSE
1976,Knox,Democratic,Center-Left,Jimmy Carter,53034,TRUE,FALSE
1976,Knox,Republican,Center-Right,Gerald Ford,56013,FALSE,TRUE
1976,Knox,American,Far-Right,Thomas J. Anderson,367,FALSE,FALSE
1976,Knox,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,600,FALSE,FALSE
1976,Knox,Other,Other,Various,395,FALSE,FALSE
1976,Lake,Democratic,Center-Left,Jimmy Carter,1933,TRUE,TRUE
1976,Lake,Republican,Center-Right,Gerald Ford,591,FALSE,FALSE
1976,Lake,American,Far-Right,Thomas J. Anderson,6,FALSE,FALSE
1976,Lake,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,4,FALSE,FALSE
1976,Lake,Other,Other,Various,15,FALSE,FALSE
1976,Lauderdale,Democratic,Center-Left,Jimmy Carter,4747,TRUE,TRUE
1976,Lauderdale,Republican,Center-Right,Gerald Ford,2105,FALSE,FALSE
1976,Lauderdale,American,Far-Right,Thomas J. Anderson,15,FALSE,FALSE
1976,Lauderdale,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,4,FALSE,FALSE
1976,Lauderdale,Other,Other,Various,6,FALSE,FALSE
1976,Lawrence,Democratic,Center-Left,Jimmy Carter,7140,TRUE,TRUE
1976,Lawrence,Republican,Center-Right,Gerald Ford,4967,FALSE,FALSE
1976,Lawrence,American,Far-Right,Thomas J. Anderson,33,FALSE,FALSE
1976,Lawrence,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,24,FALSE,FALSE
1976,Lawrence,Other,Other,Various,26,FALSE,FALSE
1976,Lewis,Democratic,Center-Left,Jimmy Carter,2391,TRUE,TRUE
1976,Lewis,Republican,Center-Right,Gerald Ford,617,FALSE,FALSE
1976,Lewis,American,Far-Right,Thomas J. Anderson,11,FALSE,FALSE
1976,Lewis,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,8,FALSE,FALSE
1976,Lewis,Other,Other,Various,9,FALSE,FALSE
1976,Lincoln,Democratic,Center-Left,Jimmy Carter,5732,TRUE,TRUE
1976,Lincoln,Republican,Center-Right,Gerald Ford,1724,FALSE,FALSE
1976,Lincoln,American,Far-Right,Thomas J. Anderson,31,FALSE,FALSE
1976,Lincoln,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,14,FALSE,FALSE
1976,Lincoln,Other,Other,Various,17,FALSE,FALSE
1976,Loudon,Democratic,Center-Left,Jimmy Carter,4683,TRUE,TRUE
1976,Loudon,Republican,Center-Right,Gerald Ford,4458,FALSE,FALSE
1976,Loudon,American,Far-Right,Thomas J. Anderson,36,FALSE,FALSE
1976,Loudon,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,16,FALSE,FALSE
1976,Loudon,Other,Other,Various,40,FALSE,FALSE
1976,Macon,Democratic,Center-Left,Jimmy Carter,1951,TRUE,FALSE
1976,Macon,Republican,Center-Right,Gerald Ford,2063,FALSE,TRUE
1976,Macon,American,Far-Right,Thomas J. Anderson,21,FALSE,FALSE
1976,Macon,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,9,FALSE,FALSE
1976,Macon,Other,Other,Various,7,FALSE,FALSE
1976,Madison,Democratic,Center-Left,Jimmy Carter,12989,TRUE,TRUE
1976,Madison,Republican,Center-Right,Gerald Ford,11364,FALSE,FALSE
1976,Madison,American,Far-Right,Thomas J. Anderson,119,FALSE,FALSE
1976,Madison,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,64,FALSE,FALSE
1976,Madison,Other,Other,Various,123,FALSE,FALSE
1976,Marion,Democratic,Center-Left,Jimmy Carter,4615,TRUE,TRUE
1976,Marion,Republican,Center-Right,Gerald Ford,2965,FALSE,FALSE
1976,Marion,American,Far-Right,Thomas J. Anderson,16,FALSE,FALSE
1976,Marion,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,8,FALSE,FALSE
1976,Marion,Other,Other,Various,38,FALSE,FALSE
1976,Marshall,Democratic,Center-Left,Jimmy Carter,4457,TRUE,TRUE
1976,Marshall,Republican,Center-Right,Gerald Ford,1674,FALSE,FALSE
1976,Marshall,American,Far-Right,Thomas J. Anderson,53,FALSE,FALSE
1976,Marshall,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,9,FALSE,FALSE
1976,Marshall,Other,Other,Various,16,FALSE,FALSE
1976,Maury,Democratic,Center-Left,Jimmy Carter,8747,TRUE,TRUE
1976,Maury,Republican,Center-Right,Gerald Ford,5327,FALSE,FALSE
1976,Maury,American,Far-Right,Thomas J. Anderson,91,FALSE,FALSE
1976,Maury,Independent:Eugene_Joseph_McCarthy,Left,Eugene Joseph McCarthy,41,FALSE,FALSE
1976,Maury,Other,Other,Various,59,FALSE,FALSE
1976,McMinn,Democratic,Center-Left,Jimmy Carter,7020,TRUE,TRUE
1976,McMinn,Republican,Center-Right,Gerald Ford,6638,FALSE,FALSE
1976,McMinn,American,Far-Right,Thomas J. Anderson,17,FALSE,FALSE
