YEAR,ELECTYPE,LOCALITY,COUNTY,STATEFP,PRECINCT,PRECINCT_NAME,OFFICENAME,CANDIDATE,PARTY,VOTES
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,Marsha Blackburn,Republican,1076
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,Phil Bredesen,Democrat,735
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,Trudy A. Austin,Independent,9
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,John Carico,Independent,0
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,G. Dean Hill,Independent,6
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,Kevin Lee McCants,Independent,1
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,Breton Phillips,Independent,0
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States Senate,Kris L. Todd,Independent,3
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States House of Representatives District 5,Jody M. Ball,Republican,1068
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States House of Representatives District 5,Jim Cooper,Democrat,732
2018,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States House of Representatives District 5,Marshal Weaver,Independent,0
2018,PRIMARY,STATE,Cheatham,47,5-2,Pegram,Tennessee Senate District 25,Kerry Roberts,Republican,1175
2018,PRIMARY,STATE,Cheatham,47,5-2,Pegram,Tennessee Senate District 25,Wade Munday,Democrat,606
2018,PRIMARY,STATE,Cheatham,47,5-2,Pegram,Tennessee House of Representatives District 78,Mary Littleton,Republican,1148
2018,PRIMARY,STATE,Cheatham,47,5-2,Pegram,Tennessee House of Representatives District 78,John E. Patrick,Democrat,652
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Bill Lee,Republican,1774
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Tommy Ray McAnally,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Tracy C. Yaste Tisdale,Libertarian,1
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Karl Dean,Democrat,1099
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Jessie D. McDonald,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Mike Toews,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Mark CoonRippy Brown,Independent,3
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Toney Randall Mitchell,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Rick Tyler,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Sherry L. Clark,Libertarian,3
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Yvonne Neubert,Green,1
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Vinnie Vineyard,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Justin Cornett,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Alfred Shawn Rapoza,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Jaron D. Weidner,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Gabriel Fancher,Libertarian,2
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Chad Riden,Independent,1
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Patrick Whitlock,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Sean Bruce Fleming,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Robert Sawyers Sr.,Independent,1
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Joe B. Wilmoth,Independent,1
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,William Andrew Helmstetter,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Heather Scott,Libertarian,2
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Mark Wright,Independent,1
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Cory King,Libertarian,3
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,George Blackwell Smith IV,Libertarian,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Eddie Murphy,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Matthew Koch,Libertarian,2
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Governor,Jeremy Allen Stephenson,Libertarian,1
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,Marsha Blackburn,Republican,1611
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,Phil Bredesen,Democrat,1253
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,Trudy A. Austin,Independent,9
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,John Carico,Independent,2
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,G. Dean Hill,Independent,3
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,Kevin Lee McCants,Independent,3
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,Breton Phillips,Independent,1
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States Senate,Kris L. Todd,Independent,11
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States House of Representatives District 5,Jody M. Ball,Republican,1610
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States House of Representatives District 5,Jim Cooper,Democrat,1242
2018,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States House of Representatives District 5,Marshal Weaver,Independent,0
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Senate District 25,Kerry Roberts,Republican,1767
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee Senate District 25,Wade Munday,Democrat,1060
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee House of Representatives District 78,Mary Littleton,Republican,1744
2018,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee House of Representatives District 78,John E. Patrick,Democrat,1105
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Donald J. Trump,Republican,1444
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Hillary Clinton,Democrat,670
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,(Rocky) Roque De La Fuente,Reform,4
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Gary Johnson,Libertarian,80
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Evan McMullin,Independent,14
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Alyson Kennedy,Socialist Workers,1
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Mike Smith,Independent,12
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Jill Stein,Green,11
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Darrell L. Castle,Constitution,1
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States House of Representatives District 5,Stacy Ries Snyder,Republican,1277
2016,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States House of Representatives District 5,Jim Cooper,Democrat,897
2016,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee House of Representatives District 78,Mary Littleton,Republican,1464
2016,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,681
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Donald J. Trump,Republican,1987
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Hillary Clinton,Democrat,524
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,(Rocky) Roque De La Fuente,Reform,6
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Gary Johnson,Libertarian,61
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Evan McMullin,Independent,16
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Alyson Kennedy,Socialist Workers,1
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Mike Smith,Independent,7
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Jill Stein,Green,10
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Darrell L. Castle,Constitution,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States House of Representatives District 5,Stacy Ries Snyder,Republican,192
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States House of Representatives District 5,Jim Cooper,Democrat,117
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States House of Representatives District 6,Diane Black,Republican,1635
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States House of Representatives District 6,David W. Kent,Democrat,416
2016,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham,United States House of Representatives District 6,David Ross,Libertarian,140
2016,PRIMARY,STATE,Cheatham,47,2-2,East Cheatham,Tennessee House of Representatives District 78,Mary Littleton,Republican,1905
2016,PRIMARY,STATE,Cheatham,47,2-2,East Cheatham,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,566
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Donald J. Trump,Republican,2138
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Hillary Clinton,Democrat,542
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,(Rocky) Roque De La Fuente,Reform,2
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Gary Johnson,Libertarian,98
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Evan McMullin,Independent,7
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Alyson Kennedy,Socialist Workers,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Mike Smith,Independent,9
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Jill Stein,Green,13
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Darrell L. Castle,Constitution,2
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States House of Representatives District 5,Stacy Ries Snyder,Republican,526
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States House of Representatives District 5,Jim Cooper,Democrat,239
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States House of Representatives District 6,Diane Black,Republican,1496
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States House of Representatives District 6,David W. Kent,Democrat,357
2016,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States House of Representatives District 6,David Ross,Libertarian,137
2016,PRIMARY,STATE,Cheatham,47,3-1,Pleasant View,Tennessee House of Representatives District 78,Mary Littleton,Republican,2111
2016,PRIMARY,STATE,Cheatham,47,3-1,Pleasant View,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,590
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Donald J. Trump,Republican,1134
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Hillary Clinton,Democrat,307
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,(Rocky) Roque De La Fuente,Reform,2
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Gary Johnson,Libertarian,41
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Evan McMullin,Independent,1
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Alyson Kennedy,Socialist Workers,1
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Mike Smith,Independent,7
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Jill Stein,Green,7
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Darrell L. Castle,Constitution,3
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States House of Representatives District 5,Stacy Ries Snyder,Republican,1015
2016,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham,United States House of Representatives District 5,Jim Cooper,Democrat,437
2016,PRIMARY,STATE,Cheatham,47,4-1,West Cheatham,Tennessee House of Representatives District 78,Mary Littleton,Republican,1131
2016,PRIMARY,STATE,Cheatham,47,4-1,West Cheatham,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,311
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Donald J. Trump,Republican,848
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Hillary Clinton,Democrat,230
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,(Rocky) Roque De La Fuente,Reform,2
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Gary Johnson,Libertarian,32
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Evan McMullin,Independent,1
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Alyson Kennedy,Socialist Workers,1
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Mike Smith,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Jill Stein,Green,6
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Darrell L. Castle,Constitution,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States House of Representatives District 5,Stacy Ries Snyder,Republican,739
2016,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore,United States House of Representatives District 5,Jim Cooper,Democrat,365
2016,PRIMARY,STATE,Cheatham,47,4-3,Sycamore,Tennessee House of Representatives District 78,Mary Littleton,Republican,851
2016,PRIMARY,STATE,Cheatham,47,4-3,Sycamore,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,237
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Donald J. Trump,Republican,526
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Hillary Clinton,Democrat,148
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,(Rocky) Roque De La Fuente,Reform,2
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Gary Johnson,Libertarian,8
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Evan McMullin,Independent,1
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Alyson Kennedy,Socialist Workers,1
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Mike Smith,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Jill Stein,Green,8
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Darrell L. Castle,Constitution,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States House of Representatives District 5,Stacy Ries Snyder,Republican,462
2016,PRIMARY,FEDERAL,Cheatham,47,5-1,Greenbrier,United States House of Representatives District 5,Jim Cooper,Democrat,209
2016,PRIMARY,STATE,Cheatham,47,5-1,Greenbrier,Tennessee House of Representatives District 78,Mary Littleton,Republican,508
2016,PRIMARY,STATE,Cheatham,47,5-1,Greenbrier,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,161
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Donald J. Trump,Republican,1281
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Hillary Clinton,Democrat,552
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,(Rocky) Roque De La Fuente,Reform,4
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Gary Johnson,Libertarian,57
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Evan McMullin,Independent,9
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Alyson Kennedy,Socialist Workers,4
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Mike Smith,Independent,7
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Jill Stein,Green,16
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Darrell L. Castle,Constitution,2
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States House of Representatives District 5,Stacy Ries Snyder,Republican,1203
2016,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram,United States House of Representatives District 5,Jim Cooper,Democrat,688
2016,PRIMARY,STATE,Cheatham,47,5-2,Pegram,Tennessee House of Representatives District 78,Mary Littleton,Republican,1313
2016,PRIMARY,STATE,Cheatham,47,5-2,Pegram,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,552
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Donald J. Trump,Republican,1939
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Kyle Kenley Kopitke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Hillary Clinton,Democrat,905
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Laurence Kotlikoff,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,(Rocky) Roque De La Fuente,Reform,4
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,David Limbaugh,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Gary Johnson,Libertarian,86
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Evan McMullin,Independent,41
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Alyson Kennedy,Socialist Workers,4
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Marshall Schoenke,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Mike Smith,Independent,8
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Jill Stein,Green,28
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Darrell L. Castle,Constitution,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Cherunda Fox,Independent,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States President,Tom Hoefling,Americas,0
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States House of Representatives District 5,Stacy Ries Snyder,Republican,1765
2016,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth,United States House of Representatives District 5,Jim Cooper,Democrat,1193
2016,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee House of Representatives District 78,Mary Littleton,Republican,1987
2016,PRIMARY,STATE,Cheatham,47,6-1,Harpeth,Tennessee House of Representatives District 78,Travis S. Staten,Democrat,944
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Bill Haslam,Republican,747
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Charles V. (Charlie) Brown,Democrat,247
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Shaun E. Crowell,Constitution,31
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Isa Infante,Green,18
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Steven Damon Coburn,Libertarian,5
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,John Jay Hooker,Independent,53
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Daniel Towers Lewis,Independent,7
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,A. Darryl Haas,Independent,0
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,BeLinda Jo Ivins,Independent,0
2014,PRIMARY,STATE,Cheatham,47,1-1,County Library,Tennessee Governor,Mark Pearson,Independent,0
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Lamar Alexander,Republican,667
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Eric Schechter,Independent,2
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Gordon Ball,Democrat,376
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Rick Tyler,Independent,6
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Joe B. Wilmoth,Constitution,39
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,DeWayne A. Jones,Independent,0
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Martin Pleasant,Green,16
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Erin Kent Magee,Independent,0
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Tom Emerson Jr.,Independent,10
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Edmund L. Gauthier,Independent,5
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Joshua James,Independent,10
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Danny Page,Independent,7
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,Bartholomew J. Phillips,Independent,0
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States Senate,C. Salekin,Independent,0
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States House of Representatives District 5,Bob Ries,Republican,608
2014,PRIMARY,FEDERAL,Cheatham,47,1-1,County Library,United States House of Representatives District 5,Jim Cooper,Democrat,518
